% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
360	1	1	1	0	28	2292	0	1	0
620	1	7	29	0	20	161	0	1	0
620	1	9	39	0	20	161	0	1	0
361	1	1	1	0	28	2292	0	1	0
620	2	6	91	0	20	161	0	1	1
620	2	13	94	0	20	161	0	1	1
362	1	1	1	0	28	2292	0	1	0
363	1	1	1	0	28	2292	0	1	0
621	1	2	50	0	20	161	0	1	0
621	1	11	58	0	20	161	0	1	0
621	2	14	1	0	20	161	0	1	1
621	2	3	96	0	20	161	0	1	1
364	1	1	1	0	28	2292	0	1	0
365	1	1	1	0	28	2292	0	1	0
622	1	8	71	0	20	161	0	1	0
622	1	10	63	0	20	161	0	1	0
366	1	1	1	0	28	2292	0	1	0
622	2	15	12	0	20	161	0	1	1
622	2	5	20	0	20	161	0	1	1
367	1	1	1	0	28	2292	0	1	0
368	1	1	1	0	28	2292	0	1	0
623	1	4	78	0	20	161	0	1	0
623	1	12	82	0	20	161	0	1	0
369	1	1	1	0	28	2292	0	1	0
623	2	7	29	0	20	161	0	1	1
623	2	9	39	0	20	161	0	1	1
370	1	1	1	0	28	2292	0	1	0
624	1	1	87	0	20	161	0	1	0
624	1	6	91	0	20	161	0	1	0
371	1	1	1	0	28	2292	0	1	0
624	2	2	50	0	20	161	0	1	1
624	2	11	58	0	20	161	0	1	1
372	1	1	1	0	28	2292	0	1	0
373	1	1	1	0	28	2292	0	1	0
625	1	3	96	0	20	161	0	1	0
625	1	13	94	0	20	161	0	1	0
625	2	10	63	0	20	161	0	1	1
625	2	8	71	0	20	161	0	1	1
374	1	1	1	0	28	2292	0	1	0
375	1	1	1	0	28	2292	0	1	0
376	1	1	1	0	28	2292	0	1	0
626	1	14	1	0	20	161	0	1	0
626	1	15	12	0	20	161	0	1	0
626	2	4	78	0	20	161	0	1	1
626	2	12	82	0	20	161	0	1	1
377	1	1	1	0	28	2292	0	1	0
378	1	1	1	0	28	2292	0	1	0
627	1	5	20	0	20	161	0	1	0
627	1	7	29	0	20	161	0	1	0
627	2	1	87	0	20	161	0	1	1
627	2	6	91	0	20	161	0	1	1
379	1	1	1	0	28	2292	0	1	0
628	1	2	50	0	20	161	0	1	0
380	1	1	1	0	28	2292	0	1	0
628	1	9	39	0	20	161	0	1	0
381	1	1	1	0	28	2292	0	1	0
628	2	13	94	0	20	161	0	1	1
628	2	3	96	0	20	161	0	1	1
382	1	1	1	0	28	2292	0	1	0
629	1	10	63	0	20	161	0	1	0
629	1	11	58	0	20	161	0	1	0
383	1	1	1	0	28	2292	0	1	0
629	2	14	1	0	20	161	0	1	1
629	2	15	12	0	20	161	0	1	1
384	1	1	1	0	28	2292	0	1	0
630	1	4	78	0	20	161	0	1	0
385	1	1	1	0	28	2292	0	1	0
630	1	8	71	0	20	161	0	1	0
630	2	5	20	0	20	161	0	1	1
630	2	7	29	0	20	161	0	1	1
386	1	1	1	0	28	2292	0	1	0
387	1	1	1	0	28	2292	0	1	0
631	1	1	87	0	20	161	0	1	0
631	1	12	82	0	20	161	0	1	0
631	2	9	39	0	20	161	0	1	1
631	2	2	50	0	20	161	0	1	1
388	1	1	1	0	28	2292	0	1	0
632	1	6	91	0	20	161	0	1	0
632	1	13	94	0	20	161	0	1	0
389	1	1	1	0	28	2292	0	1	0
632	2	11	58	0	20	161	0	1	1
632	2	10	63	0	20	161	0	1	1
390	1	1	1	0	28	2292	0	1	0
391	1	1	1	0	28	2292	0	1	0
633	1	3	96	0	20	161	0	1	0
392	1	1	1	0	28	2292	0	1	0
633	1	14	1	0	20	161	0	1	0
633	2	8	71	0	20	161	0	1	1
633	2	4	78	0	20	161	0	1	1
393	1	1	1	0	28	2292	0	1	0
394	1	1	1	0	28	2292	0	1	0
634	1	5	20	0	20	161	0	1	0
634	1	15	12	0	20	161	0	1	0
395	1	1	1	0	28	2292	0	1	0
634	2	12	82	0	20	161	0	1	1
634	2	1	87	0	20	161	0	1	1
396	1	1	1	0	28	2292	0	1	0
397	1	1	1	0	28	2292	0	1	0
635	1	7	29	0	20	161	0	1	0
635	1	9	39	0	20	161	0	1	0
635	2	6	91	0	20	161	0	1	1
635	2	13	94	0	20	161	0	1	1
398	1	1	1	0	28	2292	0	1	0
399	1	1	1	0	28	2292	0	1	0
636	1	2	50	0	20	161	0	1	0
636	1	11	58	0	20	161	0	1	0
400	1	1	1	0	28	2292	0	1	0
636	2	14	1	0	20	161	0	1	1
401	1	1	1	0	28	2292	0	1	0
636	2	3	96	0	20	161	0	1	1
402	1	1	1	0	28	2292	0	1	0
637	1	8	71	0	20	161	0	1	0
637	1	10	63	0	20	161	0	1	0
403	1	1	1	0	28	2292	0	1	0
637	2	15	12	0	20	161	0	1	1
637	2	5	20	0	20	161	0	1	1
638	1	4	78	0	20	161	0	1	0
638	1	12	82	0	20	161	0	1	0
638	2	7	29	0	20	161	0	1	1
638	2	9	39	0	20	161	0	1	1
639	1	1	87	0	20	161	0	1	0
639	1	6	91	0	20	161	0	1	0
639	2	2	50	0	20	161	0	1	1
639	2	11	58	0	20	161	0	1	1
640	1	3	96	0	20	161	0	1	0
640	1	13	94	0	20	161	0	1	0
640	2	10	63	0	20	161	0	1	1
640	2	8	71	0	20	161	0	1	1
641	1	14	1	0	20	161	0	1	0
641	1	15	12	0	20	161	0	1	0
641	2	4	78	0	20	161	0	1	1
641	2	12	82	0	20	161	0	1	1
642	1	5	20	0	20	161	0	1	0
642	1	7	29	0	20	161	0	1	0
642	2	1	87	0	20	161	0	1	1
642	2	6	91	0	20	161	0	1	1
643	1	2	50	0	20	161	0	1	0
643	1	9	39	0	20	161	0	1	0
643	2	13	94	0	20	161	0	1	1
643	2	3	96	0	20	161	0	1	1
644	1	10	63	0	20	161	0	1	0
644	1	11	58	0	20	161	0	1	0
644	2	14	1	0	20	161	0	1	1
644	2	15	12	0	20	161	0	1	1
645	1	4	78	0	20	161	0	1	0
645	1	8	71	0	20	161	0	1	0
645	2	5	20	0	20	161	0	1	1
645	2	7	29	0	20	161	0	1	1
646	1	1	87	0	20	161	0	1	0
646	1	12	82	0	20	161	0	1	0
646	2	9	39	0	20	161	0	1	1
646	2	2	50	0	20	161	0	1	1
647	1	6	91	0	20	161	0	1	0
647	1	13	94	0	20	161	0	1	0
647	2	11	58	0	20	161	0	1	1
647	2	10	63	0	20	161	0	1	1
648	1	3	96	0	20	161	0	1	0
648	1	14	1	0	20	161	0	1	0
648	2	8	71	0	20	161	0	1	1
