% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
314	1	1	1	0	28	2292	0	1	0
315	1	1	1	0	28	2292	0	1	0
602	1	6	91	0	20	161	0	1	0
602	1	13	94	0	20	161	0	1	0
316	1	1	1	0	28	2292	0	1	0
602	2	11	58	0	20	161	0	1	1
602	2	10	63	0	20	161	0	1	1
317	1	1	1	0	28	2292	0	1	0
603	1	3	96	0	20	161	0	1	0
603	1	14	1	0	20	161	0	1	0
318	1	1	1	0	28	2292	0	1	0
603	2	8	71	0	20	161	0	1	1
603	2	4	78	0	20	161	0	1	1
319	1	1	1	0	28	2292	0	1	0
320	1	1	1	0	28	2292	0	1	0
604	1	5	20	0	20	161	0	1	0
604	1	15	12	0	20	161	0	1	0
321	1	1	1	0	28	2292	0	1	0
604	2	12	82	0	20	161	0	1	1
604	2	1	87	0	20	161	0	1	1
322	1	1	1	0	28	2292	0	1	0
605	1	7	29	0	20	161	0	1	0
605	1	9	39	0	20	161	0	1	0
323	1	1	1	0	28	2292	0	1	0
605	2	6	91	0	20	161	0	1	1
605	2	13	94	0	20	161	0	1	1
324	1	1	1	0	28	2292	0	1	0
606	1	2	50	0	20	161	0	1	0
606	1	11	58	0	20	161	0	1	0
606	2	14	1	0	20	161	0	1	1
325	1	1	1	0	28	2292	0	1	0
606	2	3	96	0	20	161	0	1	1
326	1	1	1	0	28	2292	0	1	0
607	1	8	71	0	20	161	0	1	0
607	1	10	63	0	20	161	0	1	0
607	2	15	12	0	20	161	0	1	1
607	2	5	20	0	20	161	0	1	1
327	1	1	1	0	28	2292	0	1	0
328	1	1	1	0	28	2292	0	1	0
608	1	4	78	0	20	161	0	1	0
608	1	12	82	0	20	161	0	1	0
608	2	7	29	0	20	161	0	1	1
608	2	9	39	0	20	161	0	1	1
329	1	1	1	0	28	2292	0	1	0
330	1	1	1	0	28	2292	0	1	0
609	1	1	87	0	20	161	0	1	0
609	1	6	91	0	20	161	0	1	0
331	1	1	1	0	28	2292	0	1	0
609	2	2	50	0	20	161	0	1	1
609	2	11	58	0	20	161	0	1	1
332	1	1	1	0	28	2292	0	1	0
610	1	3	96	0	20	161	0	1	0
610	1	13	94	0	20	161	0	1	0
333	1	1	1	0	28	2292	0	1	0
610	2	10	63	0	20	161	0	1	1
610	2	8	71	0	20	161	0	1	1
334	1	1	1	0	28	2292	0	1	0
611	1	14	1	0	20	161	0	1	0
611	1	15	12	0	20	161	0	1	0
335	1	1	1	0	28	2292	0	1	0
611	2	4	78	0	20	161	0	1	1
611	2	12	82	0	20	161	0	1	1
336	1	1	1	0	28	2292	0	1	0
612	1	5	20	0	20	161	0	1	0
612	1	7	29	0	20	161	0	1	0
337	1	1	1	0	28	2292	0	1	0
612	2	1	87	0	20	161	0	1	1
612	2	6	91	0	20	161	0	1	1
338	1	1	1	0	28	2292	0	1	0
339	1	1	1	0	28	2292	0	1	0
613	1	2	50	0	20	161	0	1	0
613	1	9	39	0	20	161	0	1	0
340	1	1	1	0	28	2292	0	1	0
613	2	13	94	0	20	161	0	1	1
613	2	3	96	0	20	161	0	1	1
341	1	1	1	0	28	2292	0	1	0
342	1	1	1	0	28	2292	0	1	0
614	1	10	63	0	20	161	0	1	0
614	1	11	58	0	20	161	0	1	0
343	1	1	1	0	28	2292	0	1	0
614	2	14	1	0	20	161	0	1	1
614	2	15	12	0	20	161	0	1	1
344	1	1	1	0	28	2292	0	1	0
345	1	1	1	0	28	2292	0	1	0
346	1	1	1	0	28	2292	0	1	0
615	1	4	78	0	20	161	0	1	0
615	1	8	71	0	20	161	0	1	0
347	1	1	1	0	28	2292	0	1	0
615	2	5	20	0	20	161	0	1	1
615	2	7	29	0	20	161	0	1	1
348	1	1	1	0	28	2292	0	1	0
616	1	1	87	0	20	161	0	1	0
349	1	1	1	0	28	2292	0	1	0
616	1	12	82	0	20	161	0	1	0
350	1	1	1	0	28	2292	0	1	0
616	2	9	39	0	20	161	0	1	1
616	2	2	50	0	20	161	0	1	1
351	1	1	1	0	28	2292	0	1	0
352	1	1	1	0	28	2292	0	1	0
617	1	6	91	0	20	161	0	1	0
617	1	13	94	0	20	161	0	1	0
353	1	1	1	0	28	2292	0	1	0
617	2	11	58	0	20	161	0	1	1
617	2	10	63	0	20	161	0	1	1
354	1	1	1	0	28	2292	0	1	0
355	1	1	1	0	28	2292	0	1	0
618	1	3	96	0	20	161	0	1	0
356	1	1	1	0	28	2292	0	1	0
618	1	14	1	0	20	161	0	1	0
618	2	8	71	0	20	161	0	1	1
618	2	4	78	0	20	161	0	1	1
357	1	1	1	0	28	2292	0	1	0
358	1	1	1	0	28	2292	0	1	0
619	1	5	20	0	20	161	0	1	0
619	1	15	12	0	20	161	0	1	0
619	2	12	82	0	20	161	0	1	1
619	2	1	87	0	20	161	0	1	1
359	1	1	1	0	28	2292	0	1	0
