% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
1745	2	1	1	0	28	2196	0	1	0
1746	2	1	1	0	28	2196	0	1	0
1747	2	1	1	0	28	2196	0	1	0
1748	2	1	1	0	28	2196	0	1	0
807	1	2	50	0	28	549	0	1	0
807	2	2	50	0	28	549	0	1	1
1749	2	1	1	0	28	2196	0	1	0
808	1	14	1	0	28	549	0	1	0
808	2	14	1	0	28	549	0	1	1
1750	2	1	1	0	28	2196	0	1	0
1751	2	1	1	0	28	2196	0	1	0
1752	2	1	1	0	28	2196	0	1	0
809	1	1	87	0	28	549	0	1	0
809	2	1	87	0	28	549	0	1	1
1753	2	1	1	0	28	2196	0	1	0
1754	2	1	1	0	28	2196	0	1	0
810	1	11	58	0	28	549	0	1	0
810	2	11	58	0	28	549	0	1	1
1755	2	1	1	0	28	2196	0	1	0
811	1	15	12	0	28	549	0	1	0
1756	2	1	1	0	28	2196	0	1	0
811	2	15	12	0	28	549	0	1	1
1757	2	1	1	0	28	2196	0	1	0
812	1	6	91	0	28	549	0	1	0
812	2	6	91	0	28	549	0	1	1
1758	2	1	1	0	28	2196	0	1	0
1759	2	1	1	0	28	2196	0	1	0
813	1	10	63	0	28	549	0	1	0
1760	2	1	1	0	28	2196	0	1	0
813	2	10	63	0	28	549	0	1	1
1761	2	1	1	0	28	2196	0	1	0
814	1	5	20	0	28	549	0	1	0
1762	2	1	1	0	28	2196	0	1	0
814	2	5	20	0	28	549	0	1	1
1763	2	1	1	0	28	2196	0	1	0
815	1	13	94	0	28	549	0	1	0
815	2	13	94	0	28	549	0	1	1
1764	2	1	1	0	28	2196	0	1	0
1765	2	1	1	0	28	2196	0	1	0
1766	2	1	1	0	28	2196	0	1	0
816	1	3	96	0	28	549	0	1	0
816	2	3	96	0	28	549	0	1	1
1767	2	1	1	0	28	2196	0	1	0
1768	2	1	1	0	28	2196	0	1	0
817	1	8	71	0	28	549	0	1	0
817	2	8	71	0	28	549	0	1	1
1769	2	1	1	0	28	2196	0	1	0
818	1	7	29	0	28	549	0	1	0
1770	2	1	1	0	28	2196	0	1	0
818	2	7	29	0	28	549	0	1	1
1771	2	1	1	0	28	2196	0	1	0
1772	2	1	1	0	28	2196	0	1	0
1773	2	1	1	0	28	2196	0	1	0
819	1	4	78	0	28	549	0	1	0
819	2	4	78	0	28	549	0	1	1
1774	2	1	1	0	28	2196	0	1	0
1775	2	1	1	0	28	2196	0	1	0
820	1	9	39	0	28	549	0	1	0
820	2	9	39	0	28	549	0	1	1
1776	2	1	1	0	28	2196	0	1	0
1777	2	1	1	0	28	2196	0	1	0
821	1	12	82	0	28	549	0	1	0
1778	2	1	1	0	28	2196	0	1	0
821	2	12	82	0	28	549	0	1	1
1779	2	1	1	0	28	2196	0	1	0
822	1	2	50	0	28	549	0	1	0
1780	2	1	1	0	28	2196	0	1	0
822	2	2	50	0	28	549	0	1	1
1781	2	1	1	0	28	2196	0	1	0
1782	2	1	1	0	28	2196	0	1	0
823	1	14	1	0	28	549	0	1	0
1783	2	1	1	0	28	2196	0	1	0
823	2	14	1	0	28	549	0	1	1
1784	2	1	1	0	28	2196	0	1	0
824	1	1	87	0	28	549	0	1	0
824	2	1	87	0	28	549	0	1	1
1785	2	1	1	0	28	2196	0	1	0
1786	2	1	1	0	28	2196	0	1	0
1787	2	1	1	0	28	2196	0	1	0
825	1	11	58	0	28	549	0	1	0
825	2	11	58	0	28	549	0	1	1
1788	2	1	1	0	28	2196	0	1	0
1789	2	1	1	0	28	2196	0	1	0
826	1	15	12	0	28	549	0	1	0
826	2	15	12	0	28	549	0	1	1
1790	2	1	1	0	28	2196	0	1	0
1791	2	1	1	0	28	2196	0	1	0
1792	2	1	1	0	28	2196	0	1	0
827	1	6	91	0	28	549	0	1	0
827	2	6	91	0	28	549	0	1	1
1793	2	1	1	0	28	2196	0	1	0
828	1	10	63	0	28	549	0	1	0
1794	2	1	1	0	28	2196	0	1	0
828	2	10	63	0	28	549	0	1	1
1795	2	1	1	0	28	2196	0	1	0
1796	2	1	1	0	28	2196	0	1	0
829	1	5	20	0	28	549	0	1	0
829	2	5	20	0	28	549	0	1	1
1797	2	1	1	0	28	2196	0	1	0
1798	2	1	1	0	28	2196	0	1	0
830	1	13	94	0	28	549	0	1	0
830	2	13	94	0	28	549	0	1	1
1799	2	1	1	0	28	2196	0	1	0
1800	2	1	1	0	28	2196	0	1	0
1801	2	1	1	0	28	2196	0	1	0
831	1	3	96	0	28	549	0	1	0
831	2	3	96	0	28	549	0	1	1
1802	2	1	1	0	28	2196	0	1	0
1803	2	1	1	0	28	2196	0	1	0
832	1	8	71	0	28	549	0	1	0
832	2	8	71	0	28	549	0	1	1
1804	2	1	1	0	28	2196	0	1	0
1805	2	1	1	0	28	2196	0	1	0
833	1	7	29	0	28	549	0	1	0
833	2	7	29	0	28	549	0	1	1
1806	2	1	1	0	28	2196	0	1	0
1807	2	1	1	0	28	2196	0	1	0
834	1	4	78	0	28	549	0	1	0
834	2	4	78	0	28	549	0	1	1
1808	2	1	1	0	28	2196	0	1	0
1809	2	1	1	0	28	2196	0	1	0
1810	2	1	1	0	28	2196	0	1	0
835	1	9	39	0	28	549	0	1	0
835	2	9	39	0	28	549	0	1	1
1811	2	1	1	0	28	2196	0	1	0
1812	2	1	1	0	28	2196	0	1	0
836	1	12	82	0	28	549	0	1	0
836	2	12	82	0	28	549	0	1	1
1813	2	1	1	0	28	2196	0	1	0
1814	2	1	1	0	28	2196	0	1	0
1815	2	1	1	0	28	2196	0	1	0
837	1	2	50	0	28	549	0	1	0
837	2	2	50	0	28	549	0	1	1
1816	2	1	1	0	28	2196	0	1	0
1817	2	1	1	0	28	2196	0	1	0
838	1	14	1	0	28	549	0	1	0
838	2	14	1	0	28	549	0	1	1
1818	2	1	1	0	28	2196	0	1	0
1819	2	1	1	0	28	2196	0	1	0
1820	2	1	1	0	28	2196	0	1	0
839	1	1	87	0	28	549	0	1	0
839	2	1	87	0	28	549	0	1	1
1821	2	1	1	0	28	2196	0	1	0
840	1	11	58	0	28	549	0	1	0
840	2	11	58	0	28	549	0	1	1
1822	2	1	1	0	28	2196	0	1	0
1823	2	1	1	0	28	2196	0	1	0
1824	2	1	1	0	28	2196	0	1	0
841	1	15	12	0	28	549	0	1	0
841	2	15	12	0	28	549	0	1	1
1825	2	1	1	0	28	2196	0	1	0
842	1	6	91	0	28	549	0	1	0
1826	2	1	1	0	28	2196	0	1	0
842	2	6	91	0	28	549	0	1	1
1827	2	1	1	0	28	2196	0	1	0
1828	2	1	1	0	28	2196	0	1	0
843	1	10	63	0	28	549	0	1	0
843	2	10	63	0	28	549	0	1	1
1829	2	1	1	0	28	2196	0	1	0
1830	2	1	1	0	28	2196	0	1	0
844	1	5	20	0	28	549	0	1	0
1831	2	1	1	0	28	2196	0	1	0
844	2	5	20	0	28	549	0	1	1
1832	2	1	1	0	28	2196	0	1	0
1833	2	1	1	0	28	2196	0	1	0
845	1	13	94	0	28	549	0	1	0
845	2	13	94	0	28	549	0	1	1
1834	2	1	1	0	28	2196	0	1	0
1835	2	1	1	0	28	2196	0	1	0
846	1	3	96	0	28	549	0	1	0
846	2	3	96	0	28	549	0	1	1
1836	2	1	1	0	28	2196	0	1	0
1837	2	1	1	0	28	2196	0	1	0
847	1	8	71	0	28	549	0	1	0
1838	2	1	1	0	28	2196	0	1	0
847	2	8	71	0	28	549	0	1	1
1839	2	1	1	0	28	2196	0	1	0
848	1	7	29	0	28	549	0	1	0
1840	2	1	1	0	28	2196	0	1	0
848	2	7	29	0	28	549	0	1	1
1841	2	1	1	0	28	2196	0	1	0
1842	2	1	1	0	28	2196	0	1	0
849	1	4	78	0	28	549	0	1	0
849	2	4	78	0	28	549	0	1	1
1843	2	1	1	0	28	2196	0	1	0
1844	2	1	1	0	28	2196	0	1	0
850	1	9	39	0	28	549	0	1	0
850	2	9	39	0	28	549	0	1	1
1845	2	1	1	0	28	2196	0	1	0
1846	2	1	1	0	28	2196	0	1	0
851	1	12	82	0	28	549	0	1	0
1847	2	1	1	0	28	2196	0	1	0
851	2	12	82	0	28	549	0	1	1
1848	2	1	1	0	28	2196	0	1	0
852	1	2	50	0	28	549	0	1	0
852	2	2	50	0	28	549	0	1	1
1849	2	1	1	0	28	2196	0	1	0
1850	2	1	1	0	28	2196	0	1	0
1851	2	1	1	0	28	2196	0	1	0
853	1	14	1	0	28	549	0	1	0
853	2	14	1	0	28	549	0	1	1
1852	2	1	1	0	28	2196	0	1	0
1853	2	1	1	0	28	2196	0	1	0
854	1	1	87	0	28	549	0	1	0
854	2	1	87	0	28	549	0	1	1
1854	2	1	1	0	28	2196	0	1	0
1855	2	1	1	0	28	2196	0	1	0
855	1	11	58	0	28	549	0	1	0
1856	2	1	1	0	28	2196	0	1	0
855	2	11	58	0	28	549	0	1	1
1857	2	1	1	0	28	2196	0	1	0
856	1	15	12	0	28	549	0	1	0
856	2	15	12	0	28	549	0	1	1
1858	2	1	1	0	28	2196	0	1	0
1859	2	1	1	0	28	2196	0	1	0
1860	2	1	1	0	28	2196	0	1	0
857	1	6	91	0	28	549	0	1	0
857	2	6	91	0	28	549	0	1	1
1861	2	1	1	0	28	2196	0	1	0
1862	2	1	1	0	28	2196	0	1	0
858	1	10	63	0	28	549	0	1	0
858	2	10	63	0	28	549	0	1	1
1863	2	1	1	0	28	2196	0	1	0
1864	2	1	1	0	28	2196	0	1	0
1865	2	1	1	0	28	2196	0	1	0
859	1	5	20	0	28	549	0	1	0
859	2	5	20	0	28	549	0	1	1
1866	2	1	1	0	28	2196	0	1	0
1867	2	1	1	0	28	2196	0	1	0
860	1	13	94	0	28	549	0	1	0
860	2	13	94	0	28	549	0	1	1
1868	2	1	1	0	28	2196	0	1	0
1869	2	1	1	0	28	2196	0	1	0
1870	2	1	1	0	28	2196	0	1	0
1871	2	1	1	0	28	2196	0	1	0
861	1	3	96	0	28	549	0	1	0
861	2	3	96	0	28	549	0	1	1
1872	2	1	1	0	28	2196	0	1	0
1873	2	1	1	0	28	2196	0	1	0
862	1	8	71	0	28	549	0	1	0
862	2	8	71	0	28	549	0	1	1
1874	2	1	1	0	28	2196	0	1	0
1875	2	1	1	0	28	2196	0	1	0
1876	2	1	1	0	28	2196	0	1	0
863	1	7	29	0	28	549	0	1	0
863	2	7	29	0	28	549	0	1	1
1877	2	1	1	0	28	2196	0	1	0
1878	2	1	1	0	28	2196	0	1	0
864	1	4	78	0	28	549	0	1	0
1879	2	1	1	0	28	2196	0	1	0
864	2	4	78	0	28	549	0	1	1
1880	2	1	1	0	28	2196	0	1	0
1881	2	1	1	0	28	2196	0	1	0
865	1	9	39	0	28	549	0	1	0
865	2	9	39	0	28	549	0	1	1
1882	2	1	1	0	28	2196	0	1	0
1883	2	1	1	0	28	2196	0	1	0
866	1	12	82	0	28	549	0	1	0
866	2	12	82	0	28	549	0	1	1
1884	2	1	1	0	28	2196	0	1	0
1885	2	1	1	0	28	2196	0	1	0
867	1	2	50	0	28	549	0	1	0
867	2	2	50	0	28	549	0	1	1
1886	2	1	1	0	28	2196	0	1	0
1887	2	1	1	0	28	2196	0	1	0
868	1	14	1	0	28	549	0	1	0
868	2	14	1	0	28	549	0	1	1
1888	2	1	1	0	28	2196	0	1	0
1889	2	1	1	0	28	2196	0	1	0
869	1	1	87	0	28	549	0	1	0
869	2	1	87	0	28	549	0	1	1
1890	2	1	1	0	28	2196	0	1	0
1891	2	1	1	0	28	2196	0	1	0
870	1	11	58	0	28	549	0	1	0
870	2	11	58	0	28	549	0	1	1
1892	2	1	1	0	28	2196	0	1	0
1893	2	1	1	0	28	2196	0	1	0
1894	2	1	1	0	28	2196	0	1	0
871	1	15	12	0	28	549	0	1	0
871	2	15	12	0	28	549	0	1	1
1895	2	1	1	0	28	2196	0	1	0
1896	2	1	1	0	28	2196	0	1	0
872	1	6	91	0	28	549	0	1	0
1897	2	1	1	0	28	2196	0	1	0
872	2	6	91	0	28	549	0	1	1
1898	2	1	1	0	28	2196	0	1	0
1899	2	1	1	0	28	2196	0	1	0
1900	2	1	1	0	28	2196	0	1	0
873	1	10	63	0	28	549	0	1	0
873	2	10	63	0	28	549	0	1	1
1901	2	1	1	0	28	2196	0	1	0
1902	2	1	1	0	28	2196	0	1	0
874	1	5	20	0	28	549	0	1	0
874	2	5	20	0	28	549	0	1	1
1903	2	1	1	0	28	2196	0	1	0
1904	2	1	1	0	28	2196	0	1	0
1905	2	1	1	0	28	2196	0	1	0
875	1	13	94	0	28	549	0	1	0
875	2	13	94	0	28	549	0	1	1
1906	2	1	1	0	28	2196	0	1	0
1907	2	1	1	0	28	2196	0	1	0
876	1	3	96	0	28	549	0	1	0
876	2	3	96	0	28	549	0	1	1
1908	2	1	1	0	28	2196	0	1	0
1909	2	1	1	0	28	2196	0	1	0
1910	2	1	1	0	28	2196	0	1	0
877	1	8	71	0	28	549	0	1	0
877	2	8	71	0	28	549	0	1	1
1911	2	1	1	0	28	2196	0	1	0
878	1	7	29	0	28	549	0	1	0
1912	2	1	1	0	28	2196	0	1	0
878	2	7	29	0	28	549	0	1	1
1913	2	1	1	0	28	2196	0	1	0
1914	2	1	1	0	28	2196	0	1	0
1915	2	1	1	0	28	2196	0	1	0
879	1	4	78	0	28	549	0	1	0
879	2	4	78	0	28	549	0	1	1
1916	2	1	1	0	28	2196	0	1	0
1917	2	1	1	0	28	2196	0	1	0
880	1	9	39	0	28	549	0	1	0
880	2	9	39	0	28	549	0	1	1
1918	2	1	1	0	28	2196	0	1	0
1919	2	1	1	0	28	2196	0	1	0
1920	2	1	1	0	28	2196	0	1	0
881	1	12	82	0	28	549	0	1	0
881	2	12	82	0	28	549	0	1	1
1921	2	1	1	0	28	2196	0	1	0
882	1	2	50	0	28	549	0	1	0
1922	2	1	1	0	28	2196	0	1	0
882	2	2	50	0	28	549	0	1	1
1923	2	1	1	0	28	2196	0	1	0
1924	2	1	1	0	28	2196	0	1	0
1925	2	1	1	0	28	2196	0	1	0
883	1	14	1	0	28	549	0	1	0
883	2	14	1	0	28	549	0	1	1
1926	2	1	1	0	28	2196	0	1	0
1927	2	1	1	0	28	2196	0	1	0
884	1	1	87	0	28	549	0	1	0
884	2	1	87	0	28	549	0	1	1
1928	2	1	1	0	28	2196	0	1	0
1929	2	1	1	0	28	2196	0	1	0
885	1	11	58	0	28	549	0	1	0
885	2	11	58	0	28	549	0	1	1
1930	2	1	1	0	28	2196	0	1	0
1931	2	1	1	0	28	2196	0	1	0
886	1	15	12	0	28	549	0	1	0
886	2	15	12	0	28	549	0	1	1
1932	2	1	1	0	28	2196	0	1	0
1933	2	1	1	0	28	2196	0	1	0
887	1	6	91	0	28	549	0	1	0
1934	2	1	1	0	28	2196	0	1	0
887	2	6	91	0	28	549	0	1	1
1935	2	1	1	0	28	2196	0	1	0
888	1	10	63	0	28	549	0	1	0
888	2	10	63	0	28	549	0	1	1
1936	2	1	1	0	28	2196	0	1	0
1937	2	1	1	0	28	2196	0	1	0
889	1	5	20	0	28	549	0	1	0
889	2	5	20	0	28	549	0	1	1
1938	2	1	1	0	28	2196	0	1	0
1939	2	1	1	0	28	2196	0	1	0
890	1	13	94	0	28	549	0	1	0
890	2	13	94	0	28	549	0	1	1
1940	2	1	1	0	28	2196	0	1	0
1941	2	1	1	0	28	2196	0	1	0
1942	2	1	1	0	28	2196	0	1	0
891	1	3	96	0	28	549	0	1	0
891	2	3	96	0	28	549	0	1	1
1943	2	1	1	0	28	2196	0	1	0
1944	2	1	1	0	28	2196	0	1	0
892	1	8	71	0	28	549	0	1	0
1945	2	1	1	0	28	2196	0	1	0
892	2	8	71	0	28	549	0	1	1
1946	2	1	1	0	28	2196	0	1	0
1947	2	1	1	0	28	2196	0	1	0
1948	2	1	1	0	28	2196	0	1	0
893	1	7	29	0	28	549	0	1	0
893	2	7	29	0	28	549	0	1	1
1949	2	1	1	0	28	2196	0	1	0
1950	2	1	1	0	28	2196	0	1	0
1951	2	1	1	0	28	2196	0	1	0
894	1	4	78	0	28	549	0	1	0
894	2	4	78	0	28	549	0	1	1
1952	2	1	1	0	28	2196	0	1	0
1953	2	1	1	0	28	2196	0	1	0
1954	2	1	1	0	28	2196	0	1	0
895	1	9	39	0	28	549	0	1	0
1955	2	1	1	0	28	2196	0	1	0
895	2	9	39	0	28	549	0	1	1
1956	2	1	1	0	28	2196	0	1	0
1957	2	1	1	0	28	2196	0	1	0
896	1	12	82	0	28	549	0	1	0
896	2	12	82	0	28	549	0	1	1
1958	2	1	1	0	28	2196	0	1	0
1959	2	1	1	0	28	2196	0	1	0
1960	2	1	1	0	28	2196	0	1	0
1961	2	1	1	0	28	2196	0	1	0
897	1	2	50	0	28	549	0	1	0
897	2	2	50	0	28	549	0	1	1
1962	2	1	1	0	28	2196	0	1	0
1963	2	1	1	0	28	2196	0	1	0
898	1	14	1	0	28	549	0	1	0
898	2	14	1	0	28	549	0	1	1
1964	2	1	1	0	28	2196	0	1	0
1965	2	1	1	0	28	2196	0	1	0
1966	2	1	1	0	28	2196	0	1	0
1967	2	1	1	0	28	2196	0	1	0
899	1	1	87	0	28	549	0	1	0
899	2	1	87	0	28	549	0	1	1
1968	2	1	1	0	28	2196	0	1	0
1969	2	1	1	0	28	2196	0	1	0
1970	2	1	1	0	28	2196	0	1	0
1971	2	1	1	0	28	2196	0	1	0
1972	2	1	1	0	28	2196	0	1	0
1973	2	1	1	0	28	2196	0	1	0
1974	2	1	1	0	28	2196	0	1	0
1975	2	1	1	0	28	2196	0	1	0
1976	2	1	1	0	28	2196	0	1	0
1977	2	1	1	0	28	2196	0	1	0
1978	2	1	1	0	28	2196	0	1	0
1979	2	1	1	0	28	2196	0	1	0
1980	2	1	1	0	28	2196	0	1	0
1981	2	1	1	0	28	2196	0	1	0
1982	2	1	1	0	28	2196	0	1	0
1983	2	1	1	0	28	2196	0	1	0
1984	2	1	1	0	28	2196	0	1	0
1985	2	1	1	0	28	2196	0	1	0
1986	2	1	1	0	28	2196	0	1	0
1987	2	1	1	0	28	2196	0	1	0
1988	2	1	1	0	28	2196	0	1	0
1989	2	1	1	0	28	2196	0	1	0
1990	2	1	1	0	28	2196	0	1	0
1991	2	1	1	0	28	2196	0	1	0
1992	2	1	1	0	28	2196	0	1	0
1993	2	1	1	0	28	2196	0	1	0
1994	2	1	1	0	28	2196	0	1	0
1995	2	1	1	0	28	2196	0	1	0
1996	2	1	1	0	28	2196	0	1	0
1997	2	1	1	0	28	2196	0	1	0
1998	2	1	1	0	28	2196	0	1	0
1999	2	1	1	0	28	2196	0	1	0
